Mod:Item:MetaData, Localized Name
chickens:colored_egg:9, Pink Chicken Egg
chickens:colored_egg:14, Orange Chicken Egg
chickens:colored_egg:8, Gray Chicken Egg
chickens:colored_egg:3, Cocoa Brown Chicken Egg
chickens:spawn_egg:0, Bone White Chicken
chickens:spawn_egg:0, Lapis Blue Chicken
chickens:spawn_egg:0, Gunpowder Chicken
chickens:spawn_egg:0, Water Chicken
chickens:spawn_egg:0, Ink Black Chicken
chickens:spawn_egg:0, Iron Chicken
chickens:spawn_egg:0, Blaze Rod Chicken
chickens:spawn_egg:0, Log Chicken
chickens:spawn_egg:0, Emerald Chicken
chickens:spawn_egg:0, String Chicken
chickens:spawn_egg:0, Magenta Chicken
chickens:spawn_egg:0, Lime Chicken
chickens:spawn_egg:0, Prismarine Shard Chicken
chickens:spawn_egg:0, Prismarine Crystal Chicken
chickens:spawn_egg:0, Snowball Chicken
chickens:spawn_egg:0, Yellow Chicken
chickens:spawn_egg:0, Purple Chicken
chickens:spawn_egg:0, Cactus Green Chicken
chickens:spawn_egg:0, Nether Quartz Chicken
chickens:spawn_egg:0, Sand Chicken
chickens:spawn_egg:0, Light Gray Chicken
chickens:spawn_egg:0, Soul Sand Chicken
chickens:spawn_egg:0, Light Blue Chicken
chickens:spawn_egg:0, Glass Chicken
chickens:spawn_egg:0, Diamond Chicken
chickens:spawn_egg:0, Obsidian Chicken
chickens:spawn_egg:0, Ghast Tear Chicken
chickens:spawn_egg:0, Redstone Chicken
chickens:spawn_egg:0, Flint Chicken
chickens:spawn_egg:0, Cyan Chicken
chickens:spawn_egg:0, Red Chicken
chickens:spawn_egg:0, Ender Pearl Chicken
chickens:spawn_egg:0, Leather Chicken
chickens:spawn_egg:0, Nether Wart Chicken
chickens:spawn_egg:0, Pink Chicken
chickens:spawn_egg:0, Glowstone Chicken
chickens:spawn_egg:0, Coal Chicken
chickens:spawn_egg:0, Lava Chicken
chickens:spawn_egg:0, Smart Chicken
chickens:spawn_egg:0, Orange Chicken
chickens:spawn_egg:0, Clay Chicken
chickens:spawn_egg:0, Slime Chicken
chickens:spawn_egg:0, Magma Cream Chicken
chickens:spawn_egg:0, Gray Chicken
chickens:spawn_egg:0, Cocoa Brown Chicken
chickens:spawn_egg:0, Gold Chicken
chickens:liquid_egg:0, Water Egg
chickens:liquid_egg:1, Lava Egg
chickens:analyzer, Chicken Analyzer
chickens:henhouse, Henhouse
chickens:henhouse_acacia, Acacia Henhouse
chickens:henhouse_birch, Birch Henhouse
chickens:henhouse_dark_oak, Dark Oak Henhouse
chickens:henhouse_jungle, Jungle Henhouse
chickens:henhouse_spruce, Spruce Henhouse
hatchery:hatcheryegg, Egg
hatchery:animalnet, Animal Net
hatchery:chickenmanure, Chicken Manure
hatchery:sprayer, Fertilizer Sprayer
hatchery:feather_meal, Feather Meal
hatchery:plastic, Plastic
hatchery:feather_fiber, Feather Fibers
hatchery:chicken_feed, Chicken Feed
hatchery:circuit_board, Circuit Board
hatchery:fiber_pad, Fiber Pad
hatchery:feather_pulp, Feather Pulp
hatchery:prize_egg, Lucky Egg
hatchery:chicken_machine, Lucky Egg Machine
hatchery:rf_upgrade:0, RF Efficiency Upgrade Tier 1
hatchery:rf_upgrade:1, RF Efficiency Upgrade Tier 2
hatchery:rf_upgrade:2, RF Efficiency Upgrade Tier 3
hatchery:speed_upgrade:0, Speed Upgrade Tier 1
hatchery:speed_upgrade:1, Speed Upgrade Tier 2
hatchery:speed_upgrade:2, Speed Upgrade Tier 3
hatchery:tank_upgrade:0, Tank Upgrade Tier 1
hatchery:tank_upgrade:1, Tank Upgrade Tier 2
hatchery:tank_upgrade:2, Tank Upgrade Tier 3
hatchery:rf_capacity_upgrade:0, RF Capacity Tier 1
hatchery:rf_capacity_upgrade:1, RF Capacity Tier 2
hatchery:rf_capacity_upgrade:2, RF Capacity Tier 3
hatchery:nest, Egg Nest
hatchery:pen, Nesting Pen
hatchery:feeder, Chicken Feeder
hatchery:fertilized_dirt, Fertilized Dirt
hatchery:fertilized_farmland, Fertilized Farmland
hatchery:manure_block, Chicken Manure Block
hatchery:nursery_block, Nursery Monitor
hatchery:fertilizer_mixer, Fertilizer Mixer
hatchery:digester_generator, Methane Digester Generator
hatchery:shredder, Shredder
integrateddynamics:part_audio_reader_item, item.items.integrateddynamics.part_audio_reader_item.name
integrateddynamics:part_block_reader_item, item.items.integrateddynamics.part_block_reader_item.name
integrateddynamics:part_entity_reader_item, item.items.integrateddynamics.part_entity_reader_item.name
integrateddynamics:part_extradimensional_reader_item, item.items.integrateddynamics.part_extradimensional_reader_item.name
integrateddynamics:part_fluid_reader_item, item.items.integrateddynamics.part_fluid_reader_item.name
integrateddynamics:part_inventory_reader_item, item.items.integrateddynamics.part_inventory_reader_item.name
integrateddynamics:part_machine_reader_item, item.items.integrateddynamics.part_machine_reader_item.name
integrateddynamics:part_network_reader_item, item.items.integrateddynamics.part_network_reader_item.name
integrateddynamics:part_redstone_reader_item, item.items.integrateddynamics.part_redstone_reader_item.name
integrateddynamics:part_world_reader_item, item.items.integrateddynamics.part_world_reader_item.name
integrateddynamics:part_audio_writer_item, item.items.integrateddynamics.part_audio_writer_item.name
integrateddynamics:part_effect_writer_item, item.items.integrateddynamics.part_effect_writer_item.name
integrateddynamics:part_entity_writer_item, item.items.integrateddynamics.part_entity_writer_item.name
integrateddynamics:part_machine_writer_item, item.items.integrateddynamics.part_machine_writer_item.name
integrateddynamics:part_inventory_writer_item, item.items.integrateddynamics.part_inventory_writer_item.name
integrateddynamics:part_redstone_writer_item, item.items.integrateddynamics.part_redstone_writer_item.name
integrateddynamics:part_static_light_panel_item, item.items.integrateddynamics.part_static_light_panel_item.name
integrateddynamics:part_dynamic_light_panel_item, item.items.integrateddynamics.part_dynamic_light_panel_item.name
integrateddynamics:part_display_panel_item, item.items.integrateddynamics.part_display_panel_item.name
integrateddynamics:part_connector_mono_directional_item, item.items.integrateddynamics.part_connector_mono_directional_item.name
integrateddynamics:part_connector_omni_directional_item, item.items.integrateddynamics.part_connector_omni_directional_item.name
integrateddynamics:cable, Logic Cable
integrateddynamics:variablestore:0, Variable Store
integrateddynamics:logic_programmer:0, Logic Programmer
integrateddynamics:energy_battery, Energy Battery
integrateddynamics:creative_energy_battery, Creative Energy Battery
integrateddynamics:coal_generator:0, Generator
integrateddynamics:proxy:0, Proxy
integrateddynamics:materializer:0, Materializer
integrateddynamics:menril_log:0, Menril Wood
integrateddynamics:menril_log_filled:0, Enriched Menril Wood
integrateddynamics:menril_leaves:0, Menril Leaves
integrateddynamics:menril_sapling:0, Menril Sapling
integrateddynamics:menril_planks, Menril Wood Planks
integrateddynamics:crystalized_menril_block, Block of Crystalized Menril
integrateddynamics:crystalized_menril_brick, Crystalized Menril Brick
integrateddynamics:block_menril_resin:0, Menril Resin
integrateddynamics:drying_basin, Drying Basin
integrateddynamics:squeezer:0, Squeezer
integrateddynamics:menril_door, Menril Door
integrateddynamics:menril_torch:0, Menril Torch
integrateddynamics:menril_torch_stone:0, Menril Stone Torch
integrateddynamics:menril_planks_stairs:0, Menril Wood Stairs
integrateddynamics:crystalized_menril_block_stairs:0, Crystalized Menril Stairs
integrateddynamics:crystalized_menril_brick_stairs:0, Crystalized Menril Brick Stairs
integrateddynamics:delay:0, Delayer
integrateddynamics:block_liquid_chorus:0, Liquid Chorus
integrateddynamics:crystalized_chorus_block, Block of Crystalized Chorus
integrateddynamics:crystalized_chorus_brick, Crystalized Chorus Brick
integrateddynamics:crystalized_chorus_block_stairs:0, Crystalized Chorus Stairs
integrateddynamics:crystalized_chorus_brick_stairs:0, Crystalized Chorus Brick Stairs
integrateddynamics:mechanical_squeezer:0, Mechanical Squeezer
integrateddynamics:mechanical_drying_basin:0, Mechanical Drying Basin
integrateddynamics:wrench, Wrench
integrateddynamics:variable, Variable Card
integrateddynamics:labeller, Labeller
integrateddynamics:facade, Facade
integrateddynamics:crystalized_menril_chunk, Crystalized Menril Chunk
integrateddynamics:variable_transformer:0, Output Variable Transformer
integrateddynamics:variable_transformer:1, Input Variable Transformer
integrateddynamics:menril_berries, Menril Berries
integrateddynamics:portable_logic_programmer, Portable Logic Programmer
integrateddynamics:on_the_dynamics_of_integration, On the Dynamics of Integration
integrateddynamics:crystalized_chorus_chunk, Crystalized Chorus Chunk
integrateddynamics:logic_director, Logic Director
integratedtunnels:part_interface_energy_item, item.items.integratedtunnels.part_interface_energy_item.name
integratedtunnels:part_importer_energy_item, item.items.integratedtunnels.part_importer_energy_item.name
integratedtunnels:part_exporter_energy_item, item.items.integratedtunnels.part_exporter_energy_item.name
integratedtunnels:part_importer_world_energy_item, item.items.integratedtunnels.part_importer_world_energy_item.name
integratedtunnels:part_exporter_world_energy_item, item.items.integratedtunnels.part_exporter_world_energy_item.name
integratedtunnels:part_interface_item_item, item.items.integratedtunnels.part_interface_item_item.name
integratedtunnels:part_importer_item_item, item.items.integratedtunnels.part_importer_item_item.name
integratedtunnels:part_exporter_item_item, item.items.integratedtunnels.part_exporter_item_item.name
integratedtunnels:part_importer_world_item_item, item.items.integratedtunnels.part_importer_world_item_item.name
integratedtunnels:part_exporter_world_item_item, item.items.integratedtunnels.part_exporter_world_item_item.name
integratedtunnels:part_interface_fluid_item, item.items.integratedtunnels.part_interface_fluid_item.name
integratedtunnels:part_importer_fluid_item, item.items.integratedtunnels.part_importer_fluid_item.name
integratedtunnels:part_exporter_fluid_item, item.items.integratedtunnels.part_exporter_fluid_item.name
integratedtunnels:part_importer_world_fluid_item, item.items.integratedtunnels.part_importer_world_fluid_item.name
integratedtunnels:part_exporter_world_fluid_item, item.items.integratedtunnels.part_exporter_world_fluid_item.name
integratedtunnels:part_importer_world_block_item, item.items.integratedtunnels.part_importer_world_block_item.name
integratedtunnels:part_exporter_world_block_item, item.items.integratedtunnels.part_exporter_world_block_item.name
integratedtunnels:part_player_simulator_item, item.items.integratedtunnels.part_player_simulator_item.name
morechickens:solidxp, Solid Experience
roost:roost, Roost
roost:breeder, Chicken Breeder
roost:collector, Roost Collector
roost:catcher, Chicken Catcher
roost:chicken:0, Chicken
roost:chicken:0, Ink Black Chicken
roost:chicken:0, Lapis Blue Chicken
roost:chicken:0, Flint Chicken
roost:chicken:0, Cactus Green Chicken
roost:chicken:0, Log Chicken
roost:chicken:0, Nether Quartz Chicken
roost:chicken:0, Red Chicken
roost:chicken:0, Sand Chicken
roost:chicken:0, Smart Chicken
roost:chicken:0, Bone White Chicken
roost:chicken:0, Yellow Chicken
roost:chicken:0, Soul Sand Chicken
roost:chicken:0, Cocoa Brown Chicken
roost:chicken:0, Coal Chicken
roost:chicken:0, Cyan Chicken
roost:chicken:0, Glowstone Chicken
roost:chicken:0, Gray Chicken
roost:chicken:0, Gunpowder Chicken
roost:chicken:0, Iron Chicken
roost:chicken:0, Light Blue Chicken
roost:chicken:0, Lime Chicken
roost:chicken:0, Orange Chicken
roost:chicken:0, Pink Chicken
roost:chicken:0, Purple Chicken
roost:chicken:0, Redstone Chicken
roost:chicken:0, Snowball Chicken
roost:chicken:0, String Chicken
roost:chicken:0, Clay Chicken
roost:chicken:0, Glass Chicken
roost:chicken:0, Gold Chicken
roost:chicken:0, Lava Chicken
roost:chicken:0, Leather Chicken
roost:chicken:0, Magenta Chicken
roost:chicken:0, Nether Wart Chicken
roost:chicken:0, Light Gray Chicken
roost:chicken:0, Water Chicken
roost:chicken:0, Blaze Rod Chicken
roost:chicken:0, Diamond Chicken
roost:chicken:0, Slime Chicken
roost:chicken:0, Obsidian Chicken
roost:chicken:0, Prismarine Shard Chicken
roost:chicken:0, Emerald Chicken
roost:chicken:0, Ender Pearl Chicken
roost:chicken:0, Ghast Tear Chicken
roost:chicken:0, Magma Cream Chicken
roost:chicken:0, Prismarine Crystal Chicken
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
forestry:crated.forestry.peat.0, item.crated.forestry.peat.0.name
forestry:crated.forestry.apatite.0, item.crated.forestry.apatite.0.name
forestry:crated.forestry.fertilizer_compound.0, item.crated.forestry.fertilizer_compound.0.name
forestry:crated.forestry.mulch.0, item.crated.forestry.mulch.0.name
forestry:crated.forestry.phosphor.0, item.crated.forestry.phosphor.0.name
forestry:crated.forestry.ash.0, item.crated.forestry.ash.0.name
forestry:crated.ingottin, item.crated.ingotTin.name
forestry:crated.ingotcopper, item.crated.ingotCopper.name
forestry:crated.ingotbronze, item.crated.ingotBronze.name
forestry:crated.forestry.humus.0, item.crated.forestry.humus.0.name
forestry:crated.forestry.bog_earth.0, item.crated.forestry.bog_earth.0.name
forestry:crated.cropwheat, item.crated.cropWheat.name
forestry:crated.minecraft.cookie.0, item.crated.minecraft.cookie.0.name
forestry:crated.dustredstone, item.crated.dustRedstone.name
forestry:crated.minecraft.dye.4, item.crated.minecraft.dye.4.name
forestry:crated.sugarcane, item.crated.sugarcane.name
forestry:crated.minecraft.clay_ball.0, item.crated.minecraft.clay_ball.0.name
forestry:crated.dustglowstone, item.crated.dustGlowstone.name
forestry:crated.minecraft.apple.0, item.crated.minecraft.apple.0.name
forestry:crated.minecraft.nether_wart.0, item.crated.minecraft.nether_wart.0.name
forestry:crated.minecraft.coal.1, item.crated.minecraft.coal.1.name
forestry:crated.minecraft.coal.0, item.crated.minecraft.coal.0.name
forestry:crated.minecraft.wheat_seeds.0, item.crated.minecraft.wheat_seeds.0.name
forestry:crated.croppotato, item.crated.cropPotato.name
forestry:crated.cropcarrot, item.crated.cropCarrot.name
forestry:crated.minecraft.log.0, item.crated.minecraft.log.0.name
forestry:crated.minecraft.log.1, item.crated.minecraft.log.1.name
forestry:crated.minecraft.log.2, item.crated.minecraft.log.2.name
forestry:crated.minecraft.log.3, item.crated.minecraft.log.3.name
forestry:crated.minecraft.log2.0, item.crated.minecraft.log2.0.name
forestry:crated.minecraft.log2.1, item.crated.minecraft.log2.1.name
forestry:crated.cobblestone, item.crated.cobblestone.name
forestry:crated.dirt, item.crated.dirt.name
forestry:crated.minecraft.dirt.2, item.crated.minecraft.dirt.2.name
forestry:crated.stone, item.crated.stone.name
forestry:crated.stonegranite, item.crated.stoneGranite.name
forestry:crated.stonediorite, item.crated.stoneDiorite.name
forestry:crated.stoneandesite, item.crated.stoneAndesite.name
forestry:crated.blockprismarine, item.crated.blockPrismarine.name
forestry:crated.blockprismarinebrick, item.crated.blockPrismarineBrick.name
forestry:crated.blockprismarinedark, item.crated.blockPrismarineDark.name
forestry:crated.minecraft.brick_block.0, item.crated.minecraft.brick_block.0.name
forestry:crated.blockcactus, item.crated.blockCactus.name
forestry:crated.minecraft.sand.0, item.crated.minecraft.sand.0.name
forestry:crated.minecraft.sand.1, item.crated.minecraft.sand.1.name
forestry:crated.obsidian, item.crated.obsidian.name
forestry:crated.netherrack, item.crated.netherrack.name
forestry:crated.minecraft.soul_sand.0, item.crated.minecraft.soul_sand.0.name
forestry:crated.minecraft.sandstone.0, item.crated.minecraft.sandstone.0.name
forestry:crated.minecraft.nether_brick.0, item.crated.minecraft.nether_brick.0.name
forestry:crated.minecraft.mycelium.0, item.crated.minecraft.mycelium.0.name
forestry:crated.gravel, item.crated.gravel.name
forestry:crated.minecraft.sapling.0, item.crated.minecraft.sapling.0.name
forestry:crated.minecraft.sapling.1, item.crated.minecraft.sapling.1.name
forestry:crated.minecraft.sapling.2, item.crated.minecraft.sapling.2.name
forestry:crated.minecraft.sapling.3, item.crated.minecraft.sapling.3.name
forestry:crated.minecraft.sapling.4, item.crated.minecraft.sapling.4.name
forestry:crated.minecraft.sapling.5, item.crated.minecraft.sapling.5.name
forestry:crated.forestry.fruits.0, item.crated.forestry.fruits.0.name
forestry:crated.forestry.fruits.1, item.crated.forestry.fruits.1.name
forestry:crated.forestry.fruits.2, item.crated.forestry.fruits.2.name
forestry:crated.forestry.fruits.3, item.crated.forestry.fruits.3.name
forestry:crated.forestry.fruits.4, item.crated.forestry.fruits.4.name
